Trade number,Instrument,Account,Strategy,Market pos.,Qty,Entry price,Exit price,Entry time,Exit time,Entry name,Exit name,Profit,Cum. net profit,Commission,MAE,MFE,ETD,Bars,
1,NQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19155.50,19169.75,4/30/2025 9:45:30 AM,4/30/2025 9:45:42 AM,,Close,$285.00,$285.00,$0.00,$25.00,$310.00,$25.00,0,
2,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19193.00,19153.75,4/30/2025 9:51:02 AM,4/30/2025 9:56:25 AM,MNQ_VIXSell_638816034615327816,MNQ_Target_7c1b1091-48bb-45c5-af2b-bc86fccb26c4,$78.50,$363.50,$0.00,$5.00,$78.50,$0.00,33,
3,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19119.50,19158.00,4/30/2025 9:58:02 AM,4/30/2025 10:00:48 AM,MNQ_VIXBuy_638816038820373294,MNQ_Target_b39d5df5-0e62-450e-824c-b16f50ec3fa4,$77.00,$440.50,$0.00,$34.50,$77.00,$0.00,17,
4,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19191.00,19245.00,4/30/2025 10:02:02 AM,4/30/2025 10:14:05 AM,MNQ_VIXBuy_638816041222928881,MNQ_Target_c5906959-f522-4a07-a548-af48359821e8,$108.00,$548.50,$0.00,$81.00,$110.00,$2.00,73,
5,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19282.50,19331.75,4/30/2025 10:26:05 AM,4/30/2025 10:31:05 AM,MNQ_VIXSell_638816055645240671,MNQ_Stop_453d51a7-b611-4456-953a-8e26914b108b,($98.50),$450.00,$0.00,$98.50,$9.50,$108.00,31,
6,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19306.75,19331.75,4/30/2025 10:29:14 AM,4/30/2025 10:31:05 AM,MNQ_ScaleIn_638816055649786390,MNQ_Stop_453d51a7-b611-4456-953a-8e26914b108b,($50.00),$400.00,$0.00,$50.00,$27.50,$77.50,12,
7,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19305.00,19278.75,4/30/2025 10:39:06 AM,4/30/2025 10:42:12 AM,MNQ_VIXBuy_638816063456976018,StopCancelClose,($52.50),$347.50,$0.00,$57.00,$27.00,$79.50,20,
8,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19276.50,19278.75,4/30/2025 10:42:11 AM,4/30/2025 10:42:12 AM,MNQ_ScaleIn_638816063460854832,StopCancelClose,$4.50,$352.00,$0.00,$0.00,$5.00,$0.50,1,
9,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19290.50,19335.75,4/30/2025 10:42:36 AM,4/30/2025 10:44:00 AM,,,$90.50,$442.50,$0.00,$5.50,$92.00,$1.50,0,
10,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19288.75,19336.25,4/30/2025 10:42:36 AM,4/30/2025 10:44:00 AM,,,$95.00,$537.50,$0.00,$2.00,$95.50,$0.50,0,
11,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19387.25,19410.25,4/30/2025 11:27:05 AM,4/30/2025 11:28:15 AM,MNQ_VIXBuy_638816092249780657,MNQ_Target_ae21ca16-cb04-4164-ab78-035d07d702c6,$46.00,$583.50,$0.00,$16.00,$46.00,$0.00,8,
12,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19457.50,19434.50,4/30/2025 12:08:03 PM,4/30/2025 12:10:05 PM,MNQ_VIXSell_638816116827809691,MNQ_Target_9738ff8c-5c40-439e-84e1-cc882e5bafba,$46.00,$629.50,$0.00,$4.00,$47.50,$1.50,13,
13,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19424.25,19445.25,4/30/2025 12:44:05 PM,4/30/2025 1:00:23 PM,MNQ_VIXSell_638816138451226535,StopCancelClose,($42.00),$587.50,$0.00,$44.50,$46.50,$88.50,99,
14,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19444.50,19445.50,4/30/2025 1:00:22 PM,4/30/2025 1:00:23 PM,MNQ_ScaleIn_638816138455104709,StopCancelClose,($2.00),$585.50,$0.00,$4.00,$0.50,$2.50,1,
15,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19448.25,19401.50,4/30/2025 1:00:42 PM,4/30/2025 1:06:43 PM,,,$93.50,$679.00,$0.00,$8.50,$93.50,$0.00,0,
16,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19446.50,19401.50,4/30/2025 1:00:43 PM,4/30/2025 1:06:43 PM,,,$90.00,$769.00,$0.00,$12.00,$90.00,$0.00,0,
17,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19502.25,19478.00,4/30/2025 1:36:04 PM,4/30/2025 1:40:04 PM,MNQ_VIXSell_638816169638685024,MNQ_Target_7dd0394b-d2bc-4402-bef9-1d86897fbb28,$48.50,$817.50,$0.00,$21.00,$48.50,$0.00,25,
18,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19478.50,19492.00,4/30/2025 1:40:04 PM,4/30/2025 2:07:01 PM,MNQ_VIXSell_638816172041608643,MNQ_Stop_9fa13961-eea8-44df-975d-8cd4b0e61e6d,($27.00),$790.50,$0.00,$56.00,$45.00,$72.00,163,
19,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19498.75,19492.00,4/30/2025 1:44:30 PM,4/30/2025 2:07:01 PM,MNQ_ScaleIn_638816172045814711,MNQ_Stop_9fa13961-eea8-44df-975d-8cd4b0e61e6d,$13.50,$804.00,$0.00,$15.50,$85.50,$72.00,137,
20,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19529.75,19483.25,4/30/2025 2:25:03 PM,4/30/2025 2:29:33 PM,MNQ_VIXBuy_638816199025198975,MNQ_Stop_861cbb8f-2263-4f39-af74-3f17f30e7232,($93.00),$711.00,$0.00,$93.00,$22.50,$115.50,28,
21,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19509.00,19483.25,4/30/2025 2:28:56 PM,4/30/2025 2:29:33 PM,MNQ_ScaleIn_638816199029082565,MNQ_Stop_861cbb8f-2263-4f39-af74-3f17f30e7232,($51.50),$659.50,$0.00,$51.50,$11.50,$63.00,5,
22,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19496.50,19528.75,4/30/2025 2:31:33 PM,4/30/2025 2:51:03 PM,MNQ_VIXBuy_638816202930979584,MNQ_Target_93cd4625-21db-49fd-b398-0565cb9ad5fc,$64.50,$724.00,$0.00,$100.50,$64.50,$0.00,118,
23,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19468.75,19528.75,4/30/2025 2:36:30 PM,4/30/2025 2:51:03 PM,MNQ_ScaleIn_638816202935046918,MNQ_Target_93cd4625-21db-49fd-b398-0565cb9ad5fc,$120.00,$844.00,$0.00,$45.00,$120.00,$0.00,88,
24,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19518.00,19500.00,4/30/2025 3:16:06 PM,4/30/2025 3:18:04 PM,MNQ_VIXSell_638816229661777965,MNQ_Target_86437bc7-2a05-4a28-b95a-c155ad4ea319,$36.00,$880.00,$0.00,$5.50,$36.00,$0.00,13,
25,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19500.00,19481.00,4/30/2025 3:18:11 PM,4/30/2025 3:25:40 PM,MNQ_VIXSell_638816230912090256,MNQ_Target_efb7de56-ec43-4da6-b4a6-3e28ad03f2d1,$38.00,$918.00,$0.00,$46.00,$38.00,$0.00,46,
26,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19516.50,19481.00,4/30/2025 3:21:41 PM,4/30/2025 3:25:40 PM,MNQ_ScaleIn_638816230916053988,MNQ_Target_efb7de56-ec43-4da6-b4a6-3e28ad03f2d1,$71.00,$989.00,$0.00,$13.00,$71.00,$0.00,25,
27,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19913.50,19915.75,4/30/2025 6:21:53 PM,4/30/2025 6:23:18 PM,MNQ_VIXSell_638816341130780000,StopCancelClose,($4.50),$984.50,$0.00,$9.00,$8.50,$13.00,9,
28,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19915.75,19915.50,4/30/2025 6:23:17 PM,4/30/2025 6:23:18 PM,MNQ_ScaleIn_638816341135086000,StopCancelClose,$0.50,$985.00,$0.00,$0.50,$0.50,$0.00,1,
29,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19908.50,19907.75,4/30/2025 6:24:16 PM,4/30/2025 6:24:33 PM,MNQ_VIXSell_638816342560639482,StopCancelClose,$1.50,$986.50,$0.00,$9.50,$4.00,$2.50,3,
30,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19908.00,19907.75,4/30/2025 6:24:32 PM,4/30/2025 6:24:33 PM,MNQ_ScaleIn_638816342564612921,StopCancelClose,$0.50,$987.00,$0.00,$1.00,$0.50,$0.00,1,
31,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19893.00,19889.50,4/30/2025 6:27:23 PM,4/30/2025 6:28:00 PM,MNQ_VIXSell_638816344428712489,Close,$7.00,$994.00,$0.00,$8.00,$8.50,$1.50,0,
32,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19893.75,19889.50,4/30/2025 6:27:53 PM,4/30/2025 6:28:00 PM,MNQ_ScaleIn_638816344432560255,Close,$8.50,$1002.50,$0.00,$1.50,$10.00,$1.50,0,
33,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19889.00,19892.50,4/30/2025 6:28:19 PM,4/30/2025 6:28:37 PM,MNQ_VIXSell_638816344986852078,Close,($7.00),$995.50,$0.00,$8.00,$0.00,$7.00,0,
34,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19891.50,19892.75,4/30/2025 6:28:31 PM,4/30/2025 6:28:37 PM,MNQ_ScaleIn_638816344990708879,Close,($2.50),$993.00,$0.00,$3.00,$1.00,$3.50,0,
35,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19890.00,19891.00,4/30/2025 6:28:50 PM,4/30/2025 6:29:06 PM,MNQ_VIXSell_638816345294373702,StopCancelClose,($2.00),$991.00,$0.00,$5.00,$1.00,$3.00,2,
36,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19890.25,19890.75,4/30/2025 6:29:05 PM,4/30/2025 6:29:06 PM,MNQ_ScaleIn_638816345298485752,StopCancelClose,($1.00),$990.00,$0.00,$1.00,$1.00,$2.00,1,
37,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19940.00,19979.50,5/1/2025 9:45:02 AM,5/1/2025 9:48:10 AM,MNQ_VIXBuy_638816895014213486,MNQ_Target_a8a53f1a-a845-48a4-a4a7-ab384c0f3533,$79.00,$1069.00,$0.00,$28.00,$79.50,$0.50,20,
38,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19918.75,19858.75,5/1/2025 9:58:03 AM,5/1/2025 9:59:59 AM,MNQ_VIXBuy_638816902825072719,MNQ_Stop_08fb2ebb-cd13-4a7d-8e68-87ab3cf26d59,($120.00),$949.00,$0.00,$120.00,$1.50,$121.50,12,
39,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19889.00,19858.75,5/1/2025 9:59:31 AM,5/1/2025 9:59:59 AM,MNQ_ScaleIn_638816902829040633,MNQ_Stop_08fb2ebb-cd13-4a7d-8e68-87ab3cf26d59,($60.50),$888.50,$0.00,$60.50,$17.00,$77.50,3,
40,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19913.25,19898.00,5/1/2025 10:00:36 AM,5/1/2025 10:02:04 AM,,StopCancelClose,($30.50),$858.00,$0.00,$97.00,$29.50,$60.00,0,
41,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19900.00,19916.50,5/1/2025 10:02:03 AM,5/1/2025 10:04:13 AM,MNQ_VIXBuy_638816905227568437,Close,$33.00,$891.00,$0.00,$20.50,$55.00,$22.00,0,
42,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19908.00,19901.75,5/1/2025 10:10:06 AM,5/1/2025 10:10:11 AM,,,($12.50),$878.50,$0.00,$12.50,$5.00,$17.50,0,
43,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19898.25,19924.50,5/1/2025 10:10:35 AM,5/1/2025 10:14:00 AM,,,$52.50,$931.00,$0.00,$36.50,$55.00,$2.50,0,
44,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19903.75,19924.50,5/1/2025 10:12:00 AM,5/1/2025 10:14:01 AM,,Close,$41.50,$972.50,$0.00,$47.50,$44.00,$2.50,0,
45,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19978.75,20003.50,5/1/2025 10:26:16 AM,5/1/2025 10:28:03 AM,MNQ_VIXSell_638816919754975269,StopCancelClose,($49.50),$923.00,$0.00,$51.00,$9.00,$58.50,0,
46,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20000.00,20003.50,5/1/2025 10:28:01 AM,5/1/2025 10:28:03 AM,MNQ_ScaleIn_638816919758977746,StopCancelClose,($7.00),$916.00,$0.00,$8.50,$5.00,$12.00,0,
47,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19999.50,19977.25,5/1/2025 10:30:41 AM,5/1/2025 10:32:32 AM,MNQ_VIXSell_638816922401554630,MNQ_Target_abdef1e5-bf26-475b-9b5f-fe2b295cbbef,$44.50,$960.50,$0.00,$1.50,$45.00,$0.50,12,
48,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19979.25,20007.75,5/1/2025 10:33:28 AM,5/1/2025 10:35:48 AM,,,($57.00),$903.50,$0.00,$57.00,$4.00,$61.00,0,
49,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19980.00,20007.75,5/1/2025 10:33:29 AM,5/1/2025 10:35:48 AM,,,($55.50),$848.00,$0.00,$55.50,$5.50,$61.00,0,
50,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20047.75,20030.50,5/1/2025 10:52:32 AM,5/1/2025 10:54:13 AM,MNQ_VIXBuy_638816935516463714,StopCancelClose,($34.50),$813.50,$0.00,$38.00,$2.50,$37.00,0,
51,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20029.75,20030.50,5/1/2025 10:54:12 AM,5/1/2025 10:54:13 AM,MNQ_ScaleIn_638816935520387782,StopCancelClose,$1.50,$815.00,$0.00,$2.00,$2.00,$0.50,0,
52,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20052.25,20060.25,5/1/2025 10:56:39 AM,5/1/2025 10:57:53 AM,MNQ_VIXSell_638816937988543917,Close,($16.00),$799.00,$0.00,$18.50,$5.50,$21.50,0,
53,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20053.50,20060.25,5/1/2025 10:56:59 AM,5/1/2025 10:57:53 AM,MNQ_ScaleIn_638816937992570193,Close,($13.50),$785.50,$0.00,$16.00,$2.50,$16.00,0,
54,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20062.25,20067.00,5/1/2025 10:58:12 AM,5/1/2025 10:58:27 AM,MNQ_VIXBuy_638816938917595274,Close,$9.50,$795.00,$0.00,$1.00,$17.00,$7.50,0,
55,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20068.75,20070.75,5/1/2025 10:58:35 AM,5/1/2025 10:59:26 AM,MNQ_VIXBuy_638816939145135074,Close,$4.00,$799.00,$0.00,$5.50,$7.00,$3.00,0,
56,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20070.00,20070.75,5/1/2025 10:59:02 AM,5/1/2025 10:59:26 AM,MNQ_ScaleIn_638816939149015251,Close,$1.50,$800.50,$0.00,$8.00,$4.50,$3.00,0,
57,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20075.50,20072.75,5/1/2025 11:00:16 AM,5/1/2025 11:00:27 AM,MNQ_VIXBuy_638816940152307805,StopCancelClose,($5.50),$795.00,$0.00,$8.50,$0.50,$6.00,2,
58,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20074.25,20072.75,5/1/2025 11:00:26 AM,5/1/2025 11:00:27 AM,MNQ_ScaleIn_638816940156183840,StopCancelClose,($3.00),$792.00,$0.00,$3.00,$1.00,$4.00,1,
59,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20072.75,20068.00,5/1/2025 11:01:04 AM,5/1/2025 11:01:08 AM,MNQ_VIXBuy_638816940630982155,StopCancelClose,($9.50),$782.50,$0.00,$12.50,$0.50,$10.00,1,
60,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20068.25,20068.00,5/1/2025 11:01:07 AM,5/1/2025 11:01:08 AM,MNQ_ScaleIn_638816940634879008,StopCancelClose,($0.50),$782.00,$0.00,$3.50,$0.50,$1.00,1,
61,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20056.25,20057.00,5/1/2025 11:01:58 AM,5/1/2025 11:02:05 AM,MNQ_VIXBuy_638816941171672298,StopCancelClose,$1.50,$783.50,$0.00,$0.50,$5.50,$4.00,2,
62,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20057.25,20057.00,5/1/2025 11:02:04 AM,5/1/2025 11:02:05 AM,MNQ_ScaleIn_638816941175685310,StopCancelClose,($0.50),$783.00,$0.00,$0.50,$1.50,$2.00,1,
63,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20063.25,20060.25,5/1/2025 11:04:04 AM,5/1/2025 11:04:09 AM,MNQ_VIXBuy_638816942432473518,StopCancelClose,($6.00),$777.00,$0.00,$8.00,$0.50,$6.50,1,
64,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20059.75,20060.25,5/1/2025 11:04:07 AM,5/1/2025 11:04:09 AM,MNQ_ScaleIn_638816942437057554,StopCancelClose,$1.00,$778.00,$0.00,$0.00,$4.00,$3.00,1,
65,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20082.00,20081.50,5/1/2025 11:06:36 AM,5/1/2025 11:06:40 AM,MNQ_VIXBuy_638816943953966465,StopCancelClose,($1.00),$777.00,$0.00,$3.50,$1.00,$2.00,0,
66,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20082.25,20081.50,5/1/2025 11:06:38 AM,5/1/2025 11:06:40 AM,MNQ_ScaleIn_638816943957876710,StopCancelClose,($1.50),$775.50,$0.00,$4.00,$0.50,$2.00,0,
67,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20073.75,20074.50,5/1/2025 11:07:34 AM,5/1/2025 11:07:44 AM,MNQ_VIXBuy_638816944534131211,Close,$1.50,$777.00,$0.00,$3.50,$4.00,$2.50,0,
68,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20074.00,20074.50,5/1/2025 11:07:39 AM,5/1/2025 11:07:44 AM,MNQ_ScaleIn_638816944538049432,Close,$1.00,$778.00,$0.00,$4.00,$3.50,$2.50,0,
69,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20097.50,20106.75,5/1/2025 11:20:45 AM,5/1/2025 11:20:57 AM,MNQ_VIXBuy_638816952439623196,Close,$18.50,$796.50,$0.00,$0.50,$19.50,$1.00,0,
70,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20099.25,20106.75,5/1/2025 11:20:47 AM,5/1/2025 11:20:57 AM,MNQ_ScaleIn_638816952444144711,Close,$15.00,$811.50,$0.00,$0.00,$16.00,$1.00,0,
71,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20100.75,20097.00,5/1/2025 11:21:19 AM,5/1/2025 11:21:25 AM,MNQ_VIXBuy_638816952779599449,Close,($7.50),$804.00,$0.00,$7.50,$2.00,$9.50,0,
72,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20100.00,20097.00,5/1/2025 11:21:22 AM,5/1/2025 11:21:25 AM,MNQ_ScaleIn_638816952783549131,Close,($6.00),$798.00,$0.00,$6.00,$0.50,$6.50,0,
73,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20101.75,20103.50,5/1/2025 11:21:37 AM,5/1/2025 11:21:41 AM,MNQ_VIXSell_638816952966053582,Close,($3.50),$794.50,$0.00,$3.50,$5.00,$8.50,0,
74,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20099.75,20103.50,5/1/2025 11:21:38 AM,5/1/2025 11:21:41 AM,MNQ_ScaleIn_638816952970000790,Close,($7.50),$787.00,$0.00,$7.50,$1.00,$8.50,0,
75,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,20106.75,20103.50,5/1/2025 11:21:56 AM,5/1/2025 11:22:14 AM,MNQ_VIXSell_638816953154590489,,$6.50,$793.50,$0.00,$4.50,$9.00,$2.50,0,
76,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20034.25,20000.50,5/1/2025 11:44:05 AM,5/1/2025 11:54:16 AM,MNQ_VIXBuy_638816966444025686,MNQ_Stop_1919d24a-4faf-4a8d-9f87-832371a8ecf5,($67.50),$726.00,$0.00,$67.50,$20.00,$87.50,62,
77,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,20017.50,20000.50,5/1/2025 11:51:04 AM,5/1/2025 11:54:16 AM,MNQ_ScaleIn_638816966448079314,MNQ_Stop_1919d24a-4faf-4a8d-9f87-832371a8ecf5,($34.00),$692.00,$0.00,$34.00,$4.00,$38.00,20,
78,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19953.25,19977.50,5/1/2025 11:56:21 AM,5/1/2025 12:00:48 PM,MNQ_VIXBuy_638816973801236970,MNQ_Target_5bfef7ee-85b0-4f55-993c-63062a47b2a6,$48.50,$740.50,$0.00,$42.00,$48.50,$0.00,27,
79,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19982.00,19961.25,5/1/2025 12:02:21 PM,5/1/2025 12:03:44 PM,MNQ_VIXBuy_638816977405484403,StopCancelClose,($41.50),$699.00,$0.00,$43.50,$5.00,$46.50,9,
80,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19961.00,19961.50,5/1/2025 12:03:43 PM,5/1/2025 12:03:44 PM,MNQ_ScaleIn_638816977409411852,StopCancelClose,$1.00,$700.00,$0.00,$1.50,$2.00,$1.00,1,
81,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19966.75,19950.25,5/1/2025 12:05:13 PM,5/1/2025 12:15:39 PM,MNQ_VIXBuy_638816979120918590,MNQ_Stop_f842731e-2876-42d2-a929-1c2964d16df4,($33.00),$667.00,$0.00,$33.50,$66.00,$99.00,63,
82,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19972.75,19950.25,5/1/2025 12:05:19 PM,5/1/2025 12:15:39 PM,MNQ_ScaleIn_638816979125224262,MNQ_Stop_f842731e-2876-42d2-a929-1c2964d16df4,($45.00),$622.00,$0.00,$45.50,$54.00,$99.00,63,
83,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19945.00,19983.50,5/1/2025 12:17:43 PM,5/1/2025 12:39:58 PM,MNQ_VIXBuy_638816986628690713,Close,$77.00,$699.00,$0.00,$40.50,$95.50,$18.50,0,
84,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19933.25,19983.50,5/1/2025 12:24:32 PM,5/1/2025 12:39:58 PM,MNQ_ScaleIn_638816986632612894,Close,$100.50,$799.50,$0.00,$17.00,$119.00,$18.50,0,
85,NQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19950.25,19947.00,5/1/2025 12:41:35 PM,5/1/2025 12:41:41 PM,Entry,Stop1,($65.00),$734.50,$0.00,$65.00,$70.00,$135.00,0,
86,MNQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Long,1,19963.75,19965.25,5/1/2025 12:42:06 PM,5/1/2025 12:42:06 PM,MNQ_VIXBuy_638817001250136191,StopCancelClose,$3.00,$737.50,$0.00,$1.00,$3.00,$0.00,1,
87,NQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19963.75,19968.25,5/1/2025 12:41:57 PM,5/1/2025 12:42:07 PM,Entry,Stop1,($90.00),$647.50,$0.00,$90.00,$40.00,$130.00,0,
88,NQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19971.75,19965.75,5/1/2025 12:42:14 PM,5/1/2025 12:42:18 PM,Entry,Target1,$120.00,$767.50,$0.00,$30.00,$120.00,$0.00,0,
89,NQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19957.75,19962.00,5/1/2025 12:42:23 PM,5/1/2025 12:42:29 PM,Entry,Stop1,($85.00),$682.50,$0.00,$85.00,$25.00,$110.00,0,
90,NQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19956.25,19960.50,5/1/2025 12:43:05 PM,5/1/2025 12:43:12 PM,Entry,Stop1,($85.00),$597.50,$0.00,$85.00,$30.00,$115.00,0,
91,NQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19959.75,19965.75,5/1/2025 12:45:13 PM,5/1/2025 12:45:34 PM,Entry,Stop1,($120.00),$477.50,$0.00,$120.00,$0.00,$120.00,0,
92,NQ JUN25,EXPRESSApr3013436618!TopstepTrader!TopstepTrader,,Short,1,19961.50,19949.00,5/1/2025 12:45:42 PM,5/1/2025 12:47:13 PM,Entry,Target1,$250.00,$727.50,$0.00,$130.00,$255.00,$5.00,0,
